function	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
1.5.8.2-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.6.4.4-RXN	1994.16	4420.0	4023.23	2834.94	2761.03	2217.0800000000004	2359.41	3253.69	2284.84	1074.66	3886.32	2554.62	1198.43	235.46	838.25	1199.08	470.36	846.9300000000001	194.2	946.14	943.03	729.25	2754.12	3250.4100000000003	2644.54	359.20000000000005	336.27	857.33	399.77	673.13	317.87	1320.97	1025.93	3219.37
1.7.2.2-RXN	2213.45	3063.0	2266.83	1675.05	901.15	2435.55	2257.7	3703.98	67.5	248.0	74.17	264.0	515.83	67.17	95.33	781.6700000000001	547.8299999999999	17.0	24.67	62.5	59.17	528.25	392.84	992.59	333.75	339.17	231.67	819.33	245.17	550.3299999999999	196.67	477.42	598.33	2755.17
1.7.2.3-RXN	181.0	120.0	12.0	297.0	154.0	462.0	697.0	490.0	39.5	55.5	58.84	184.5	136.0	10.0	10.66	222.0	82.0	0.0	12.0	12.0	28.34	12.0	65.34	124.34	105.25	40.0	32.0	84.0	152.0	72.0	28.0	292.0	124.0	428.0
1.7.7.2-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.5	26.0	371.0	243.5	7.0	54.0	57.0	7.0	0.0	82.0	0.0	70.0	123.0	0.0	246.0	42.0	634.6700000000001	263.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
1.8.1.15-RXN	0.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	792.53	908.96	115.83	127.93	203.0	140.32999999999998	234.86	222.92	0.0	312.9	206.2	50.67	35.0	0.0	802.19	580.3299999999999	869.6599999999999	178.0	64.0	45.0	86.0	31.0	104.0	108.0	224.0	38.0
1.8.1.4-RXN	3463.19	9193.42	8175.53	5613.17	5599.89	4202.38	3610.36	5097.34	5380.43	4688.049999999999	5233.38	4036.68	2804.77	1959.83	3058.05	3297.89	712.71	2064.8	1409.73	1637.94	1387.1	1522.25	11943.42	9894.4	13796.46	1354.04	951.19	1448.55	1157.5800000000002	1251.07	939.77	3721.13	2971.4100000000003	4240.68
1.8.4.12-RXN	2326.49	5079.42	4633.63	3185.34	3111.11	2947.08	2379.16	3473.44	4620.06	3631.5	3283.94	2942.42	3585.09	1138.41	1937.46	3301.1400000000003	472.91	1516.0300000000002	873.3599999999999	1020.3	994.38	844.25	6853.389999999999	8203.24	8435.58	1721.2700000000002	871.51	1675.07	1449.08	2251.42	1091.37	3674.08	4286.6	5745.8
1.8.4.8-RXN	1123.0	1172.5	942.0	603.21	786.88	824.67	1227.0	789.0	2024.05	1541.88	2369.27	1520.12	478.6	600.58	1004.35	717.3199999999999	89.67	825.97	399.83	652.9	565.53	245.0	3674.14	2805.07	4199.07	271.6	101.6	17.0	117.6	107.8	89.2	743.2	367.6	323.2
1.8.5.2-RXN	948.2	1443.0	1109.0	760.8	408.4	1208.8	1020.2	1712.4	90.0	235.0	209.25	142.76	30.0	296.0	332.0	111.0	247.0	77.0	145.0	98.0	29.0	252.0	1544.51	540.0	1534.74	20.0	9.0	27.0	21.0	13.0	0.0	92.0	34.0	14.0
1.8.98.1-RXN	504.0	811.0	1468.0	1442.99	1047.0	1002.0	399.0	372.0	152.4	57.0	105.6	144.0	0.0	69.0	57.0	47.1	102.0	21.0	6.0	30.0	57.0	204.0	174.99	75.0	933.0	0.0	0.0	0.0	0.0	0.0	0.0	8.399999999999999	0.0	18.0
13-PROPANEDIOL-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.9	43.69	27.68	15.69	0.0	0.0	0.0	0.6	0.0	0.0	9.23	3.0	0.0	0.0	7.57	0.0	12.42	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0
1PFRUCTPHOSN-RXN	2667.51	1883.59	2682.73	2077.06	2712.91	3431.9700000000003	2704.28	1610.6799999999998	1427.78	2482.97	2141.34	1143.7600000000002	1784.64	854.1600000000001	1519.3000000000002	1590.4499999999998	197.18	408.24	696.8100000000001	651.8299999999999	417.51	362.5	5168.79	3545.79	5815.75	834.47	480.39	649.55	733.44	958.01	614.17	1592.19	2257.15	1934.22
1TRANSKETO-RXN	9819.13	15077.92	17483.53	12592.06	13282.43	11783.18	10000.2	7859.76	5142.22	4309.389999999999	8132.69	3821.16	4383.26	1567.08	3016.9000000000005	4331.6900000000005	1020.13	1370.36	902.31	2082.77	1412.87	2538.75	9800.62	10944.92	12209.18	1905.13	959.68	2051.24	1665.42	2429.58	1256.37	4199.97	4896.099999999999	6663.299999999999
2-DEHYDROPANTOATE-REDUCT-RXN	3760.15	5315.67	5352.8	3622.17	4122.02	5007.08	3716.41	4060.36	1750.4199999999998	1733.45	3902.24	1214.71	725.32	829.99	1486.9699999999998	1340.16	535.33	719.8999999999999	565.3599999999999	1003.24	526.5	864.25	5511.81	3017.55	6007.17	405.33	279.65	850.65	364.3	571.55	238.0	551.2	670.85	1575.25
2-ENOATE-REDUCTASE-RXN	138.43	266.5	252.1	132.43	174.82999999999998	376.3	429.2	287.1	2.33	12.33	1.0	2.33	0.0	10.33	6.0	13.67	50.0	2.33	3.67	0.67	0.0	41.5	130.0	8.33	96.83	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0
2-FUROATE--COA-LIGASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	18.0	6.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	27.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2-HALOACID-DEHALOGENASE-RXN	1329.33	1349.0	974.5	658.3299999999999	894.8299999999999	1498.5	1422.0	471.0	417.49	660.66	1892.25	1061.48	387.0	263.04	528.0	305.0	51.0	103.0	159.34	474.0	411.84	300.0	1967.64	915.17	2397.96	88.0	48.0	41.0	56.0	77.0	60.0	79.0	178.0	67.0
2-HYDROXYGLUTARATE-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2-ISOPROPYLMALATESYN-RXN	4762.09	6428.5	6929.23	5170.94	5567.36	5842.889999999999	4655.9400000000005	4730.29	2620.19	2357.6400000000003	2778.44	2227.77	2327.5	880.96	1398.2199999999998	2119.6400000000003	593.5	1052.0300000000002	579.3	880.97	835.8700000000001	1140.75	5352.780000000001	5680.39	6324.95	1316.1	546.59	673.15	905.24	1049.01	661.3700000000001	2523.79	2524.15	2341.42
2-MEBUCOA-FAD-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2-METHYLCITRATE-DEHYDRATASE-RXN	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	83.5	100.5	1512.33	281.38	0.0	45.0	338.86	65.25	41.0	7.67	9.33	344.0	199.5	6.0	864.0699999999999	260.5	511.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2-METHYLCITRATE-SYNTHASE-RXN	39.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	1090.8	342.8	1690.77	783.61	275.6	84.78	377.49	311.32	41.0	377.47	74.33	406.4	359.03	6.0	1114.07	951.57	1044.58	3.6	101.6	17.0	100.6	95.8	89.2	727.2	349.6	271.2
2-NITROPROPANE-DIOXYGENASE-RXN	78.75	36.5	6.0	205.0	96.0	308.0	214.0	3.0	2213.63	1610.56	3594.38	1463.29	1461.6	597.66	1246.35	1076.95	0.0	881.6400000000001	430.41	879.9	573.85	18.0	4308.56	4205.1	4444.03	202.6	156.6	153.0	363.6	637.8	272.2	1498.2	1353.8000000000002	1019.0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	39.0	82.0	11.0	0.0	34.0	0.0	188.0	272.0	1317.05	722.05	1942.25	1110.28	584.6	193.78	488.39	348.74	41.0	444.8	164.5	498.9	381.03	18.0	1591.05	1643.91	1710.87	3.6	101.6	17.0	100.6	95.8	89.2	727.2	349.6	271.2
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	1927.51	4551.75	4512.4	3278.94	2973.66	2231.88	2003.36	2807.71	2290.82	1959.52	2588.08	2163.64	1356.6	704.74	1092.3200000000002	1618.34	393.28	949.7	506.48	720.14	786.8699999999999	753.75	4266.56	3898.32	5502.6900000000005	1147.03	412.6	1179.0	576.6	801.8	433.2000000000001	1711.3000000000002	1288.6	3531.2
2-OXOBUTYRATE-SYNTHASE-RXN	5241.59	7156.1	8011.5	6185.04	6236.61	7176.050000000001	5270.6900000000005	4605.71	949.51	919.13	481.22	680.81	2085.6	456.94	393.52	1762.92	607.28	175.68	188.58	142.24	180.17	1192.25	1572.3000000000002	2034.61	4528.5	777.4300000000001	348.0	1369.5	813.5	1694.0	605.5	2215.85	2628.9	4570.6
2-OXOGLUTARATE-SYNTHASE-RXN	12921.04	28176.25	26243.4	18221.82	18025.84	17564.18	12917.88	18668.58	1388.6	2266.1	1022.32	1313.94	2658.0	1256.86	1458.0	4720.68	2676.88	424.66	692.22	349.9	372.0	4625.5	5702.1900000000005	5530.66	8392.46	1777.44	1090.0	5293.0	1516.0	3224.0	1010.0	3019.1	2672.0	14698.0
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	76.0	131.0	12.0	0.0	10.0	0.0	376.0	490.0	75.6	99.0	1449.0	304.0	138.0	43.0	331.0	14.67	82.0	16.4	19.0	310.0	135.32999999999998	18.0	796.0	432.67	589.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.113-RXN	0.0	31.0	0.0	0.0	0.0	0.0	0.0	33.0	4.5	0.0	16.0	11.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	78.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.130-RXN	1407.34	3641.25	3742.6	2397.44	2820.36	2149.88	1514.94	1446.96	387.78	778.6600000000001	1712.61	483.37	1028.0	178.32999999999998	412.43	798.89	183.86	98.23	157.21	397.24	200.5	594.75	1367.66	903.18	1347.7	329.43	155.0	422.0	389.0	689.0	298.0	1097.15	1307.2	1272.8
2.1.1.131-RXN	1672.18	1351.75	2223.6	1926.93	2014.08	2459.4700000000003	1482.28	1286.85	469.02	778.4000000000001	1811.82	634.04	1035.0	200.0	456.43	934.22	159.75	177.9	148.68	438.0	294.0	230.0	1559.47	1089.1	1812.87	591.0	155.0	422.0	390.0	697.0	288.0	1117.9	1311.2	1266.8
2.1.1.132-RXN	2418.19	4138.75	5095.1	3823.14	4201.86	2884.18	2261.14	1542.56	375.96	613.89	1737.79	600.9300000000001	130.0	195.33	409.0	560.67	206.86	163.23000000000002	150.73000000000002	401.24	283.5	679.75	1349.19	623.08	1420.83	264.43	11.0	44.0	34.0	41.0	47.0	202.35	147.0	267.0
2.1.1.133-RXN	1672.18	1226.75	2203.6	1874.93	1984.08	2459.4700000000003	1482.28	1240.85	457.35	776.4	1782.82	590.37	1173.0	210.33	449.43	802.89	159.75	180.23	152.35000000000002	438.67	288.0	218.0	1545.47	928.43	1795.1999999999998	591.0	155.0	422.0	384.0	697.0	288.0	1095.9	1306.2	1263.8
2.1.1.151-RXN	1407.34	3637.75	3742.6	2397.44	2820.36	2149.88	1514.94	1446.96	248.08	326.53	1686.11	429.77	1024.0	163.32999999999998	374.43	691.89	183.86	39.33	56.010000000000005	394.24	188.0	594.75	1188.66	760.6800000000001	1129.2	329.43	155.0	422.0	386.0	689.0	298.0	1097.15	1307.2	1272.8
2.1.1.17-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	2.0	65.0	75.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	20.0	16.0	0.0	44.0	30.0	344.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.34-RXN	120.0	278.0	402.0	412.33	288.0	40.0	220.0	307.0	70.75	74.25	136.5	282.0	21.0	24.0	4.0	96.0	59.0	5.0	15.5	9.5	65.0	55.0	133.32999999999998	163.0	393.25	5.0	0.0	0.0	3.0	0.0	0.0	8.0	10.0	23.0
2.1.1.44-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	16.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	0.0	21.0	0.0	81.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.5-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.63-RXN	4629.87	7448.42	6332.33	4396.17	4583.34	5923.52	4930.889999999999	5970.9400000000005	3778.13	2938.6	4488.28	2787.04	2544.02	1108.17	1915.52	2764.55	801.78	1320.97	747.34	1282.8	1035.87	1301.25	6730.759999999999	6521.93	8336.31	1365.37	720.19	1461.25	1081.61	1582.54	808.8700000000001	2712.96	2921.38	4698.75
2.1.1.64-RXN	39.0	82.0	11.0	0.0	34.0	0.0	188.0	272.0	1317.05	722.05	1942.25	1110.28	584.6	193.78	488.39	348.74	41.0	444.8	164.5	498.9	381.03	18.0	1591.05	1643.91	1710.87	3.6	101.6	17.0	100.6	95.8	89.2	727.2	349.6	271.2
2.1.1.71-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	2.0	65.0	75.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	20.0	16.0	0.0	44.0	30.0	344.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.72-RXN	19817.78	34893.51	33238.06	22317.49	26211.75	22707.16	19088.95	17903.96	10312.53	7864.449999999999	7935.88	7141.74	10076.009999999998	2542.98	4005.64	7907.959999999999	2401.12	3515.21	1758.84	2389.71	2350.45	6009.0	14233.8	17253.83	19586.77	4840.030000000001	2156.1800000000003	5077.7	3965.22	6948.28	3059.94	10735.670000000002	12318.76	17369.1
2.1.1.74-RXN	1299.75	1412.0	1242.9	966.9	1207.5	1570.5	1299.0	848.5	422.7000000000001	913.03	328.47	423.97	1223.82	469.5	603.3	844.79	112.8	107.33	299.82	180.83	97.34	296.5	2589.9	2059.98	2871.34	534.9	298.32	509.32	528.97	812.88	386.0	1136.92	1566.7199999999998	1366.05
2.1.1.77-RXN	118.0	181.0	85.0	53.0	44.0	35.0	217.0	307.0	446.53	466.7000000000001	2145.58	1468.16	626.6	174.16000000000005	438.06	721.74	59.0	131.4	99.0	520.4	387.86	36.0	1499.76	2552.74	2222.09	21.6	109.6	44.0	158.6	130.8	101.2	850.2	411.6	568.2
2.1.1.79-RXN	322.33	417.5	218.5	80.33	144.82999999999998	506.5	535.0	497.0	3003.03	1879.14	3583.94	1462.4799999999998	754.0	411.97	1119.41	642.84	57.0	1071.57	383.43	962.0	590.8299999999999	76.0	3618.56	2711.34	3808.12	203.0	128.0	312.0	198.0	180.0	139.0	386.0	412.0	591.0
2.1.1.86-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.90-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.3.1-RXN	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	183.72	214.24	20.0	47.52	16.0	47.32	35.0	524.6800000000001	0.0	44.12	39.08	20.68	0.0	0.0	342.0	552.5699999999999	172.32	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
2.1.3.9-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	6.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.101-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	6.0	10.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	20.0	24.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.118-RXN	38.0	145.0	198.0	129.0	101.0	42.0	242.0	264.5	74.33	128.32999999999998	1425.0	182.93	0.0	53.83	315.5	8.0	46.0	20.0	25.67	321.0	111.17	18.0	871.26	73.5	386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.128-RXN	5444.43	4403.0	6103.33	5044.48	5975.98	6592.110000000001	5563.56	3206.03	4070.44	4123.950000000001	3651.82	3007.69	3291.82	1296.86	2015.05	2890.39	395.6	1373.26	982.22	1120.9	981.72	849.0	7706.76	6467.870000000001	10535.93	1588.24	782.9100000000001	962.97	1323.38	1789.2199999999998	1022.87	3422.73	4131.7	3164.8
2.3.1.157-RXN	1466.75	1685.42	1339.73	1118.9	1310.25	1792.5	1816.75	1431.08	2786.7	2523.15	2410.91	1948.2	2186.92	925.94	1552.46	1950.45	205.38	983.7	692.25	745.4000000000001	686.54	334.0	5414.13	4656.89	7118.28	1114.34	565.59	693.65	867.4100000000001	1095.34	683.87	2364.46	2571.98	2152.75
2.3.1.165-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.168-RXN	0.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	152.0	307.0	1620.0	231.38	0.0	326.0	640.0	119.67	0.0	75.0	158.0	419.0	132.32999999999998	0.0	2175.88	1130.67	2108.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.179-RXN	4733.84	6396.25	6972.4	5398.44	5635.11	5996.55	4703.6900000000005	4199.71	1868.94	2050.48	7322.419999999999	3021.4700000000003	2560.27	902.31	2126.75	2633.76	564.08	719.46	472.58	1840.87	1222.74	1126.25	6972.710000000001	5340.62	6868.21	1514.1999999999998	728.52	1417.8200000000002	1123.67	1573.48	825.9000000000001	3375.67	3035.42	4908.78
2.3.1.180-RXN	6610.14	10678.75	10975.23	8199.009999999998	8219.84	7115.0	5871.99	6047.389999999999	1008.9	2033.73	4772.25	2926.57	3607.35	891.86	1642.4599999999998	3109.15	814.9100000000001	372.06	457.5	1226.37	953.74	1824.0	6106.61	7082.08	6763.040000000001	1748.27	965.44	1612.4	1493.34	2194.56	1202.5700000000002	4215.34	4472.2	5879.0
2.3.1.184-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	114.0	123.14	135.0	0.0	23.0	1.43	0.0	0.0	5.0	14.0	10.0	33.0	0.0	109.0	56.0	248.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.41-RXN	696.42	4569.0	4220.83	2453.0	3497.0	955.72	1240.42	987.25	1938.46	833.6600000000001	3625.44	1727.0700000000002	943.03	291.57	898.35	1409.84	141.55	702.4	190.39	911.44	644.07	714.0	2672.73	2775.8500000000004	1752.24	101.03	325.87	167.32999999999998	338.37	323.93	294.07	1829.07	1251.5300000000002	2325.57
2.3.1.89-RXN	50.0	29.0	89.0	74.0	63.0	58.0	76.0	0.0	268.5	368.33	210.25	189.38	92.0	319.0	361.33	277.0	0.0	93.0	170.0	84.0	75.5	6.0	1613.55	686.0	2379.12	67.0	32.0	36.0	52.0	53.0	48.0	86.0	204.0	126.0
2.3.2.10-RXN	0.0	0.0	2.4	4.4	4.0	7.0	4.0	6.0	139.80000000000004	373.7	57.870000000000005	92.34	243.32	87.5	178.97	262.24	0.8	17.33	82.07000000000001	37.33	16.84	1.0	623.95	811.55	288.72	155.9	128.32	90.32	147.97	143.88	78.0	138.27	257.52	216.25
2.3.2.13-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.109-RXN	0.0	0.0	6.0	7.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	49.0	51.0	80.0
2.4.1.117-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.119-RXN	79.0	40.0	21.0	27.0	24.0	35.0	29.0	62.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	9.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.124-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.125-RXN	0.0	0.0	12.0	2.0	0.0	5.0	0.0	30.0	25.83	118.33	31.25	47.17	137.0	10.83	48.5	17.0	4.0	10.0	62.67	6.0	1.17	0.0	223.25	74.5	110.12	32.0	97.0	52.0	74.0	9.0	40.0	113.0	43.0	95.0
2.4.1.129-RXN	1383.1	738.5	1711.83	1634.0	1721.0	1668.47	1333.53	788.93	1519.3	1471.79	1843.89	1114.6	692.6500000000001	382.33	866.3	854.51	83.63	483.56	345.41	519.5	402.01	122.5	2776.05	2024.14	2854.2	480.74	286.99	233.65	353.81000000000006	254.54	294.67	539.51	909.18	586.75
2.4.1.144-RXN	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0
2.4.1.151-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.161-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	23.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	25.0	0.0	30.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.19-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.208-RXN	50.0	32.67	85.4	67.4	63.0	59.0	76.0	6.0	174.13	302.7	84.87	98.0	122.32	73.66	178.97	226.57	0.8	56.67	89.4	37.0	21.67	6.0	512.87	372.05	676.88	62.9	65.65	39.65	78.3	63.55	27.0	90.6	125.85	130.25
2.4.1.211-RXN	1540.1	1354.5	1261.6	609.1	1032.0	1651.47	1525.53	561.1	20.33	21.02	41.08	15.02	40.75	32.33	16.0	46.67	43.0	2.33	8.9	25.67	5.0	292.5	138.0	58.33	94.75	8.0	0.0	15.0	0.0	0.0	10.0	57.75	58.0	80.0
2.4.1.212-RXN	146.0	328.0	324.0	224.0	166.0	486.0	162.0	551.0	0.0	0.0	103.0	81.0	0.0	12.0	13.0	85.0	72.0	0.0	0.0	6.0	20.0	47.0	23.0	43.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.213-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.5	20.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	20.0	13.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.216-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	22.33	0.0	3.17	0.0	10.83	4.5	0.0	0.0	0.0	5.67	0.0	1.17	0.0	16.5	0.5	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.217-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.230-RXN	104.33	309.0	111.5	95.33	174.82999999999998	153.5	104.0	126.0	10.0	6.0	0.0	1.5	4.5	0.0	0.0	31.0	9.0	0.0	0.0	0.0	0.0	45.0	0.0	24.0	7.0	0.0	0.0	5.0	0.0	0.0	0.0	4.5	1.0	0.0
2.4.1.37-RXN	0.0	59.0	94.4	62.6	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	1.0	0.0
2.4.1.40-RXN	0.0	59.0	94.4	62.6	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	1.0	0.0
2.4.1.44-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	47.0	39.0	0.0	0.0	22.0	0.0	0.0	5.0	14.0	36.0	0.0	0.0	156.0	46.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.46-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5	0.0	13.0	0.0	0.0	0.0	0.0	6.0	21.5	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
