"Genus","Total.Mean","Total.N","Total.Sd","gut.Mean","gut.N","gut.Sd","gut.se","gut.lower","gut.upper","gut.CI95per","left palm.Mean","left palm.N","left palm.Sd","left palm.se","left palm.lower","left palm.upper","left palm.CI95per","right palm.Mean","right palm.N","right palm.Sd","right palm.se","right palm.lower","right palm.upper","right palm.CI95per","tongue.Mean","tongue.N","tongue.Sd","tongue.se","tongue.lower","tongue.upper","tongue.CI95per"
"Gallicola",7.99957335608768e-05,34,0.000466451274186334,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000302206104563312,9,0.000906618313689937,0.000302206104563312,-0.000290106976288925,0.00089451918541555,0.00118462616170447,0,9,0,0,0,0,0
"Gemmiger",0.00081440722642414,34,0.00276313561968725,0.0034612307123026,8,0.00505204590844083,0.00178616796036213,-3.95941603465511e-05,0.00696205558495174,0.00700164974529829,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Granulicatella",0.000887232493886393,34,0.00317142802490107,0,8,0,0,0,0,0,0.000474083438685209,8,0.00134091045737019,0.000474083438685209,-0.000455103026804703,0.00140326990417512,0.00185837293097982,0.00293035969807285,9,0.00577721073622475,0.00192573691207492,-0.000844015293293358,0.00670473468943907,0.00754874998273242,0,9,0,0,0,0,0
"Haemophilus",0.0672390708405759,34,0.0902939758068818,0.000165535073194126,8,0.000307619044412666,0.000108759756163161,-4.76301318530276e-05,0.00037870027824128,0.000426330410094307,0.0471969387587767,8,0.0763557163816666,0.0269958224179166,-0.0057139009133788,0.100107778430932,0.105821679344311,0.0232430558442619,9,0.0256488258216996,0.0085496086072332,0.00648613089217123,0.0399999807963527,0.0335138499041814,0.188671235036162,9,0.0648430712441239,0.0216143570813746,0.146307873607679,0.231034596464644,0.0847267228569651
"Helcococcus",5.75180007500159e-05,34,0.000244476972967992,0,8,0,0,0,0,0,0.000244451503187568,8,0.00047910739549809,0.000169390044136662,-8.75468826599405e-05,0.000576449889035076,0.000663996771695016,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Helicobacter",1.05797714769361e-05,34,6.16901385404708e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,3.99680255795364e-05,9,0.000119904076738609,3.99680255795364e-05,-3.83678650895305e-05,0.000118303916248603,0.000156671781338134,0,9,0,0,0,0,0
"Holdemania",7.14355910132131e-05,34,0.000199861025468171,0.000303601261806156,8,0.000328259446329696,0.000116057240244135,7.61332507825389e-05,0.000531069272829773,0.000454936022047234,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Hydrogenophaga",6.97374385438823e-05,34,0.000406635649419108,0,8,0,0,0,0,0,0.0002963841138115,8,0.000838300866848308,0.0002963841138115,-0.00028451807484886,0.000877286302471859,0.00116180437732072,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Hymenobacter",0.000118766593177419,34,0.000485780032214929,0,8,0,0,0,0,0,0.000222533062054934,8,0.000629418548869002,0.000222533062054934,-0.000213623724942153,0.000658689849052021,0.000872313573994174,0.000250866630176975,9,0.000752599890530925,0.000250866630176975,-0.000240822929892825,0.000742556190246775,0.0009833791201396,0,9,0,0,0,0,0
"Janthinobacterium",0.00235350999819208,34,0.00786608373396723,0,8,0,0,0,0,0,0.00343742516340498,8,0.00696205428667114,0.00246145789854702,-0.00138694366720882,0.00826179399401878,0.0096487376612276,0.00583554873681009,9,0.0136469279556508,0.00454897598521693,-0.00308028036075271,0.0147513778343729,0.0178316581951256,0,9,0,0,0,0,0
"Johnsonella",2.39607044447107e-05,34,0.000139713714983714,0,8,0,0,0,0,0,0,8,0,0,0,0,0,9.05182167911292e-05,9,0.000271554650373388,9.05182167911292e-05,-8.68942280642728e-05,0.000267930661646531,0.000354824889710804,0,9,0,0,0,0,0
"Kaistobacter",4.31573950196366e-05,34,0.000251648694266337,0,8,0,0,0,0,0,0.000183418928833456,8,0.000518787073504437,0.000183418928833456,-0.000176075565763033,0.000542913423429944,0.000718988989192976,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Kineococcus",2.4147590070511e-05,34,0.000140803436077593,0,8,0,0,0,0,0,0,8,0,0,0,0,0,9.12242291552636e-05,9,0.000273672687465791,9.12242291552636e-05,-8.75719745064818e-05,0.000270020432817009,0.000357592407323491,0,9,0,0,0,0,0
"Kingella",0.00099344779450159,34,0.00297140313899347,0,8,0,0,0,0,0,0.00200766411792934,8,0.00381872430671619,0.00135012292638046,-0.000638528192478181,0.00465385642833686,0.00529238462081504,0.00196843467440215,9,0.00441196942085771,0.00147065647361924,-0.000913999047522234,0.00485086839632654,0.00576486744384877,0,9,0,0,0,0,0
"Lachnoanaerobaculum",0.000307697800294282,34,0.00109919816963847,0,8,0,0,0,0,0,0.000847674803341118,8,0.00205402857303184,0.000726208766370872,-0.000575668224003053,0.00227101783068529,0.00284668605468834,0.000124462548087803,9,0.000373387644263408,0.000124462548087803,-0.000119479563588375,0.00036840465976398,0.000487884223352356,0.000284462650054048,9,0.000853387950162144,0.000284462650054048,-0.000273073898998707,0.000841999199106803,0.00111507309810551
"Lachnospira",0.0129556813131922,34,0.0272232857994487,0.0522377505680921,8,0.033557024576212,0.0118641998171416,0.0289843462211079,0.0754911549150762,0.0465068086939683,0.000176180408738548,8,0.000498313446924981,0.000176180408738548,-0.000169126847170552,0.000521487664647649,0.000690614511818201,0.00235352409265453,9,0.00706057227796358,0.00235352409265453,-0.00225929836569566,0.00696634655100471,0.00922564491670036,0,9,0,0,0,0,0
"Lactobacillus",0.00307887489987154,34,0.00620797079326732,0,8,0,0,0,0,0,0.00595754404170202,8,0.00634871902495197,0.00224461113719579,0.00155818705350077,0.0103569010299033,0.00879871397640248,0.00633571047355735,9,0.00912915947364697,0.00304305315788232,0.000371435881067123,0.0122999850660476,0.0119285491849805,0,9,0,0,0,0,0
"Lactococcus",0.00498108688525885,34,0.0110756691553954,0,8,0,0,0,0,0,0.0119666214834704,8,0.0171348549655864,0.00605808607040706,9.299097022877e-05,0.023840251996712,0.0237472610264833,0.0081804424701153,9,0.0116651547898473,0.00388838492994909,0.000559348049386787,0.0158015368908438,0.015242188841457,0,9,0,0,0,0,0
"Lautropia",0.00298185351446616,34,0.00796055953460003,0,8,0,0,0,0,0,0.00787829247789993,8,0.0144306415998307,0.00510200226605647,-0.0021214482126125,0.0178780331684124,0.0199994813810249,0.00344876061051092,9,0.00625490616322397,0.00208496872107466,-0.000637702991687944,0.00753522421270979,0.00817292720439773,0.000813092686005752,9,0.00128966025188285,0.000429886750627618,-2.94698626553312e-05,0.00165565523466683,0.00168512509732217
"Leadbetterella",1.76329524615602e-05,34,0.000102816897567451,0,8,0,0,0,0,0,0,8,0,0,0,0,0,6.66133759658939e-05,9,0.000199840127897682,6.66133759658939e-05,-6.39464418158842e-05,0.000197173193747672,0.000261119635563556,0,9,0,0,0,0,0
"Leptotrichia",0.00349127522381225,34,0.00579475089281104,0,8,0,0,0,0,0,0.00521186556535469,8,0.00985072452221341,0.00348275705462886,-0.00161421282862067,0.01203794395933,0.0136521567879507,0.00173274835315515,9,0.00322446553347377,0.00107482184449126,-0.000373863751844626,0.00383936045815492,0.00421322420999955,0.00682374421204254,9,0.00347673238500285,0.00115891079500095,0.004552320792546,0.00909516763153908,0.00454284683899308
"Luteolibacter",2.24403087786488e-05,34,0.000130848360993776,0,8,0,0,0,0,0,9.53713123092574e-05,8,0.000269750806658144,9.53713123092574e-05,-9.15530249752086e-05,0.000282295649593723,0.000373848674568932,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Marmoricola",0.000149014640688448,34,0.000868897201481995,0,8,0,0,0,0,0,0.000633312222925902,8,0.00179127746975693,0.000633312222925902,-0.000607956924977868,0.00187458137082967,0.00248253829580754,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Megamonas",0.00123943188585781,34,0.00367326346378605,0,8,0,0,0,0,0,0.00164418776279228,8,0.00231279896898441,0.000817697917245067,4.1529294758537e-05,0.00324684623082603,0.00320531693606749,0.0032207980018697,9,0.00656756306244153,0.00218918768748051,-0.00106993102099063,0.00751152702473002,0.00858145804572065,0,9,0,0,0,0,0
"Megasphaera",0.000115676028657096,34,0.000591014543978564,0,8,0,0,0,0,0,0.000427977500611396,8,0.00121050317151035,0.000427977500611396,-0.000410842986780409,0.0012667979880032,0.00167764097478361,5.65738854944558e-05,9,0.000169721656483367,5.65738854944558e-05,-5.43088925401705e-05,0.000167456663529082,0.000221765556069253,0,9,0,0,0,0,0
"Methylibium",0.000288891549749789,34,0.000957701562043864,0.00122778908643661,8,0.00173391382688542,0.000613031112491901,2.62701845499579e-05,0.00242930798832325,0.00240303780377329,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Methylobacterium",0.000461741480191268,34,0.00113506778939998,0,8,0,0,0,0,0,0.0015324558383079,8,0.00186095065615783,0.000657945414211377,0.00024290652266031,0.00282200515395548,0.00257909863129517,0.000382173735559992,9,0.000823228431902086,0.000274409477300695,-0.000155658956965832,0.000920006428085816,0.00107566538505165,0,9,0,0,0,0,0
"Methylotenera",0.000119742584521507,34,0.000486173370635555,0,8,0,0,0,0,0,0.000254323499491353,8,0.000719335484421717,0.000254323499491353,-0.00024414139993389,0.000752788398916596,0.000996929798850485,0.000226295541977823,9,0.000678886625933469,0.000226295541977823,-0.000217235570160682,0.000669826654116328,0.00088706222427701,0,9,0,0,0,0,0
"Micrococcus",0.000319958648170691,34,0.00124750679790477,0,8,0,0,0,0,0,0.00121871177525089,8,0.00244017663971293,0.000862732724617009,-0.000472213293282562,0.00290963684378434,0.0033818501370669,0.000125433315088487,9,0.000376299945265462,0.000125433315088487,-0.000120411464946412,0.000371278095123387,0.0004916895600698,0,9,0,0,0,0,0
"Mogibacterium",0.000332708851981921,34,0.000817378940326466,3.49015775513053e-05,8,9.87165686425447e-05,3.49015775513053e-05,-3.35042574528847e-05,0.000103307412555495,0.00013681167000838,0.000305698214722426,8,0.000864645122507395,0.000305698214722426,-0.000293459276271721,0.000904855705716573,0.00119831498198829,0.000203930742416591,9,0.000506673236922007,0.000168891078974002,-0.000127089689682563,0.000534951174515745,0.000662040864198309,0.000750213994160684,9,0.00123788835725224,0.000412629452417414,-5.85248715379316e-05,0.0015589528598593,0.00161747773139723
"Moraxella",0.00273392987765177,34,0.00871916207248684,0,8,0,0,0,0,0,0.00541723586134224,8,0.0116422404695746,0.00411615359212034,-0.0026502769340488,0.0134847486567333,0.0161350255907821,0.00551285877215803,9,0.0127760774646109,0.00425869248820362,-0.00283402512595234,0.0138597426702684,0.0166937677962207,0,9,0,0,0,0,0
"Moryella",0.000710778602178195,34,0.00167005772810396,0,8,0,0,0,0,0,0.000312783454909531,8,0.000629357170140256,0.000222511361397275,-0.000123330799580104,0.000748897709399167,0.000872228508979271,0,9,0,0,0,0,0,0.00240713387053137,9,0.00258633747169083,0.00086211249056361,0.000717424438404572,0.00409684330265818,0.00337941886425361
"Mycobacterium",4.52767313822081e-05,34,0.000264006442645488,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000171045429666119,9,0.000513136288998358,0.000171045429666119,-0.000164197452199653,0.000506288311531892,0.000670485763731545,0,9,0,0,0,0,0
"Mycoplana",3.92398338645803e-05,34,0.000228805583626089,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000148239372377303,9,0.00044471811713191,0.000148239372377303,-0.000142304458573033,0.00043878320332764,0.000581087661900673,0,9,0,0,0,0,0
"Mycoplasma",0.000255570250565857,34,0.000780570653329476,0,8,0,0,0,0,0,0.000868090642080589,8,0.00137606249646855,0.000486511561294702,-8.54544961193782e-05,0.00182163578028056,0.00190709027639993,0.000193851486954935,9,0.000581554460864806,0.000193851486954935,-0.000186090445826274,0.000573793419736144,0.000759883865562418,0,9,0,0,0,0,0
"Neisseria",0.076899571757121,34,0.121003641762363,8.03341902313625e-05,8,0.000227219402694906,8.03341902313625e-05,-7.71179293492973e-05,0.000237786309812022,0.00031490423916132,0.0534023416423639,8,0.0753978664520966,0.0266571713276376,0.00115524591048049,0.105649437374247,0.104494191463767,0.0216319579861328,9,0.0187787894182326,0.00625959647274421,0.00936337434180016,0.0339005416304654,0.0245371672886652,0.221337379022906,9,0.147346991177249,0.0491156637257496,0.125072447043657,0.317602311002156,0.192529863958499
"Nocardioides",5.99520383693046e-05,34,0.000349577451729335,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000226485478284039,9,0.000679456434852118,0.000226485478284039,-0.000217417902174006,0.000670388858742085,0.000887806760916092,0,9,0,0,0,0,0
"Novosphingobium",7.05318098462407e-05,34,0.000411267590269805,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000266453503863576,9,0.000799360511590727,0.000266453503863576,-0.000255785767263537,0.000788692774990688,0.00104447854225422,0,9,0,0,0,0,0
"Oceanisphaera",0.000362794269981985,34,0.00156014954899941,0,8,0,0,0,0,0,0.000509883903357389,8,0.00144216946272751,0.000509883903357389,-0.000489470183519795,0.00150923799023457,0.00199870817375437,0.000917325994725376,9,0.00275197798417613,0.000917325994725376,-0.00088059991701874,0.00271525190646949,0.00359585182348823,0,9,0,0,0,0,0
"Ochrobactrum",0.000117719501593741,34,0.000686416750878268,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.00044471811713191,9,0.00133415435139573,0.00044471811713191,-0.000426913375719099,0.00131634960998292,0.00174326298570202,0,9,0,0,0,0,0
"Odoribacter",0.000325974221454243,34,0.00105717645670244,0.00132543840281123,8,0.00193501617138744,0.000684131528246846,-1.54347532409359e-05,0.00266631155886339,0.00268174631210433,0,8,0,0,0,0,0,5.32907007727152e-05,9,0.000159872102318145,5.32907007727152e-05,-5.11571534527074e-05,0.000157738554998138,0.000208895708450845,0,9,0,0,0,0,0
"Oligella",0.000426332940461446,34,0.0018806225354547,0,8,0,0,0,0,0,0.000451987526426241,8,0.000643225485546839,0.00022741455133109,6.26319625696994e-06,0.000897711856595513,0.000891448660338543,0.00120882441825325,9,0.00362647325475975,0.00120882441825325,-0.0011604279051557,0.0035780767416622,0.0047385046468179,0,9,0,0,0,0,0
"Oribacterium",0.00407521945624879,34,0.00519509082372612,0.00228425201530213,8,0.00271517446624608,0.000959959138593583,0.000402766677028614,0.00416573735357565,0.00376297067654703,0.00224029496054228,8,0.00446529875272399,0.00157872151403748,-0.000853942348589734,0.00533453226967429,0.00618847461826403,0.00233050889682101,9,0.00583810383252496,0.00194603461084165,-0.00148364885309705,0.00614466664673907,0.00762831549983612,0.00904294507047939,9,0.00394800495709329,0.00131600165236443,0.00646362922824991,0.0116222609127089,0.00515863168445896
"Oscillospira",0.00704861612347207,34,0.0128990151872979,0.0230995611212916,8,0.012375305457117,0.00437533120399115,0.0145240695410347,0.0316750527015485,0.0171509831605139,0.000398713470793482,8,0.000744896210798663,0.000263360580967949,-0.000117463782851243,0.000914890724438208,0.00103235450728945,0.00574075016237442,9,0.0138627032233008,0.00462090107443359,-0.00331604951963786,0.0147975498443867,0.0181135993640245,0,9,0,0,0,0,0
"Oxalobacter",1.80396005310858e-05,34,0.000105188042898987,7.66683022571148e-05,8,0.000216850705712263,7.66683022571148e-05,-7.35988089226611e-05,0.000226935413436891,0.000300534222359552,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Paludibacter",0.000523479777231174,34,0.00193447173153694,0,8,0,0,0,0,0,0.00188110269885367,8,0.00372138505142139,0.00131570830263316,-0.000697638188467642,0.00445984358617499,0.00515748177464263,0.000305498981670061,9,0.000916496945010183,0.000305498981670061,-0.000293268019716921,0.000904265983057043,0.00119753400277396,0,9,0,0,0,0,0
"Parabacteroides",0.00485725943551403,34,0.014774919014519,0.0185416712558586,8,0.0266537638609174,0.00942352858509982,7.18946217792213e-05,0.0370114478899379,0.0369395532681587,0,8,0,0,0,0,0,0.00186816119562317,9,0.0056044835868695,0.00186816119562317,-0.00179336746511352,0.00552968985635985,0.00732305732147338,0,9,0,0,0,0,0
"Paracoccus",0.000899859456295813,34,0.00221753123385472,0,8,0,0,0,0,0,0.00273360045419796,8,0.00342736548582267,0.00121175668831497,0.000358600987075099,0.00510859992132083,0.00474999893424573,0.000969601986719327,9,0.00221747361981634,0.000739157873272112,-0.000479120823783233,0.00241832479722189,0.00289744562100512,0,9,0,0,0,0,0
"Paraprevotella",0.00249300193144069,34,0.00723968750356669,0.00822625040483251,8,0.0121912921921793,0.00431027269025829,-0.000221728831620296,0.0166742296412853,0.0168959584729056,0,8,0,0,0,0,0,0.00210578471448037,9,0.0063173541434411,0.00210578471448037,-0.00202147748509611,0.00623304691405684,0.00825452439915296,0,9,0,0,0,0,0
"Parvimonas",0.00145460444721822,34,0.00279055560681643,0,8,0,0,0,0,0,0.00372356471294388,8,0.00446862723675181,0.00157989831085105,0.000627020924440151,0.00682010850144762,0.00619308757700747,0.00118876632931279,9,0.00211122574839503,0.000703741916131676,-0.000190542480716505,0.00256807513934208,0.00275861762005858,0.000996570726450378,9,0.00161641575879992,0.000538805252933307,-5.94681639798987e-05,0.00205260961688066,0.00211207778086055
"Pasteurella",0.000166116022813267,34,0.000968614537987185,0,8,0,0,0,0,0,0.000705993096956385,8,0.00199685002531501,0.000705993096956385,-0.000677727946412024,0.00208971414032479,0.00276744208673682,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Pedobacter",0.00376469550039546,34,0.0102551231743623,0,8,0,0,0,0,0,0.0101841164672257,8,0.018170086461898,0.00642409567597698,-0.00240687969092866,0.0227751126253801,0.0251819923163087,0.00516963503062665,9,0.00844902828469791,0.00281634276156597,-0.000350295350162721,0.010689565411416,0.0110398607615788,0,9,0,0,0,0,0
"Pelomonas",0.000279402451290839,34,0.00162918225277874,0,8,0,0,0,0,0,0.00118746041798607,8,0.00335864525579424,0.00118746041798607,-0.0011399192343335,0.00351484007030564,0.00465475930463914,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Peptococcus",0.000109605287681637,34,0.000280532501012217,0,8,0,0,0,0,0,0.000274036381088173,8,0.000396173511032553,0.000140068488088801,-4.92810934854526e-07,0.0005485655731112,0.000549058384046055,5.70151432220398e-05,9,0.000171045429666119,5.70151432220398e-05,-5.47324840665511e-05,0.000168762770510631,0.000223495254577182,0.000113461382607991,9,0.000340384147823973,0.000113461382607991,-0.00010891884093979,0.000335841606155772,0.000444760447095563
"Peptoniphilus",0.00763562376095184,34,0.0137281168176606,0.000139606310205221,8,0.000394866274570179,0.000139606310205221,-0.000134017029811539,0.000413229650221982,0.000547246680033521,0.0171963972993362,8,0.0167003562511598,0.00590446757671311,0.00562385350109405,0.0287689410975784,0.0231450875964844,0.0134359087773368,9,0.0167984773574147,0.00559949245247158,0.00246110523878861,0.0244107123158849,0.0219496070770963,0,9,0,0,0,0,0
"Peptostreptococcus",0.000114473305598335,34,0.000555149189668324,0,8,0,0,0,0,0,0.000397407679139154,8,0.00112403865925961,0.000397407679139154,-0.000381497059153237,0.00117631241743154,0.00155780947658478,7.92034396922381e-05,9,0.000237610319076714,7.92034396922381e-05,-7.60324495562387e-05,0.000234439328940715,0.000310471778496953,0,9,0,0,0,0,0
"Peredibacter",6.03689751762774e-06,34,3.52008590193984e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,2.28060572888159e-05,9,6.84181718664477e-05,2.28060572888159e-05,-2.18929936266204e-05,6.75051082042523e-05,8.93981018308727e-05,0,9,0,0,0,0,0
"Perlucidibaca",0.000237488197733725,34,0.00110050942915604,0,8,0,0,0,0,0,0.000235331032318795,8,0.000665616675105002,0.000235331032318795,-0.000225909315470675,0.000696571380108265,0.000922480695578939,0.000687994496044032,9,0.0020639834881321,0.000687994496044032,-0.000660449937764055,0.00203643892985212,0.00269688886761617,0,9,0,0,0,0,0
"Petrobacter",1.76329524615602e-05,34,0.000102816897567451,0,8,0,0,0,0,0,0,8,0,0,0,0,0,6.66133759658939e-05,9,0.000199840127897682,6.66133759658939e-05,-6.39464418158842e-05,0.000197173193747672,0.000261119635563556,0,9,0,0,0,0,0
"Phascolarctobacterium",0.0104860281707486,34,0.0206365291578179,0.0310506903908581,8,0.0229913037168475,0.00812865338325119,0.0151188225168762,0.0469825582648401,0.031863735747964,0.00059847883474144,8,0.00126200847754355,0.000446187376192978,-0.000276032352953221,0.0014729900224361,0.00174902237538932,0.0114812893334061,9,0.0254419987336252,0.00848066624454175,-0.00514051107080026,0.0281030897376125,0.0332436008084127,0,9,0,0,0,0,0
"Planctomyces",1.61085272610657e-05,34,6.59376791964311e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,6.08544363195814e-05,9,0.000121947619435308,4.0649206478436e-05,-1.88165443782852e-05,0.000140525417017448,0.000159341961395733,0,9,0,0,0,0,0
"Polaromonas",6.64058726939051e-05,34,0.000387209449213382,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000250866630176975,9,0.000752599890530925,0.000250866630176975,-0.000240822929892825,0.000742556190246775,0.0009833791201396,0,9,0,0,0,0,0
"Pontibacter",2.4147590070511e-05,34,0.000140803436077593,0,8,0,0,0,0,0,0,8,0,0,0,0,0,9.12242291552636e-05,9,0.000273672687465791,9.12242291552636e-05,-8.75719745064818e-05,0.000270020432817009,0.000357592407323491,0,9,0,0,0,0,0
"Porphyromonas",0.00340367523280018,34,0.00456789781580123,0.000427425444308746,8,0.000882982651439722,0.000312181510251552,-0.000184439072423618,0.00103928996104111,0.00122372903346473,0.00592288198450802,8,0.0059113425299352,0.00208997519441681,0.00182660587486897,0.0100191580941471,0.0081925522192781,0.00412749192203867,9,0.00548719525596165,0.00182906508532055,0.000542590229430709,0.00771239361464663,0.00716980338521592,0.00308611902070265,9,0.00296583445504379,0.000988611485014596,0.00114847611537139,0.00502376192603392,0.00387528581066253
"Prevotella",0.0458195478431516,34,0.0834442929589993,0.002280042003914,8,0.00426730951080539,0.00150872174625617,-0.000676998281440472,0.00523708228926847,0.00591408057070895,0.025691516922593,8,0.0363466832514338,0.0128504931003642,0.000505013262298817,0.0508780205828872,0.0503730073205884,0.00900362838583917,9,0.010680347752556,0.00356011591751868,0.0020259294067148,0.0159813273649635,0.0139553979582487,0.139228833309172,9,0.117450406913269,0.0391501356377563,0.0624959774693115,0.215961689149032,0.153465711679721
"Propionibacterium",0.00269435038425037,34,0.0048933146515992,0,8,0,0,0,0,0,0.00624823187129508,8,0.00711734083307734,0.00251635998354245,0.00131625693141408,0.0111802068111761,0.00986394987976201,0.00462467312157242,9,0.00471149975829684,0.00157049991943228,0.00154654984176209,0.00770279640138275,0.00615624655962065,0,9,0,0,0,0,0
"Proteocatella",1.50922437940694e-05,34,8.80021475484959e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,5.70151432220398e-05,9,0.000171045429666119,5.70151432220398e-05,-5.47324840665511e-05,0.000168762770510631,0.000223495254577182,0,9,0,0,0,0,0
"Pseudomonas",0.0379655778447382,34,0.100410555019321,0,8,0,0,0,0,0,0.0870222634814145,8,0.161368056024217,0.0570522233408071,-0.0247980395045029,0.198842566467332,0.223640605971835,0.0660723932077536,9,0.111563730289529,0.0371879100965096,-0.00681457124171861,0.138959357657226,0.145773928898944,0,9,0,0,0,0,0
"Pseudoxanthomonas",1.20737950352555e-05,34,7.04017180387967e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,4.56121145776318e-05,9,0.000136836343732895,4.56121145776318e-05,-4.37859872532409e-05,0.000135010216408505,0.000178796203661745,0,9,0,0,0,0,0
"Psychrobacter",0.00380736666324071,34,0.0153527796303686,0,8,0,0,0,0,0,0.00568322296848045,8,0.0147413619165462,0.00521185848755748,-0.0045318319596516,0.0158982778966125,0.0204301098562641,0.00933163142248228,9,0.0267113357017591,0.00890377856725302,-0.00811945389565328,0.0267827167406178,0.0349021706362711,0,9,0,0,0,0,0
"Pusillimonas",0.000156887354879197,34,0.000914802619210119,0,8,0,0,0,0,0,0.000666771258236586,8,0.00188591391279751,0.000666771258236586,-0.000640076393833578,0.00197361891030675,0.00261369530414033,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Raphanus",0.000211291413116971,34,0.00123203006567894,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000798212005108557,9,0.00239463601532567,0.000798212005108557,-0.000766254776931716,0.00236267878714883,0.00312893356408055,0,9,0,0,0,0,0
"Rhizobium",0.000204895130946615,34,0.00119473365203774,0,8,0,0,0,0,0,0.000870804306523116,8,0.00246300652091578,0.000870804306523116,-0.000835940771844568,0.0025775493848908,0.00341349015673537,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Rhodococcus",0.000498760225669968,34,0.00138572880930851,0,8,0,0,0,0,0,0.000835219679004961,8,0.00164557744789549,0.000581799486187275,-0.000305086360146007,0.00197552571815593,0.00228061207830194,0.00114178780452658,9,0.00210821717179465,0.000702739057264883,-0.000235555438242222,0.00251913104729538,0.0027546864855376,0,9,0,0,0,0,0
"Roseburia",0.00870364206780425,34,0.015053927510095,0.032076402599681,8,0.0119335620326519,0.00421915131849923,0.0238070179700979,0.0403457872292642,0.0165387692591663,0,8,0,0,0,0,0,0.00436806772309957,9,0.0090439552534956,0.0030146517511652,-0.00154054113511482,0.010276676581314,0.0118172177164288,0,9,0,0,0,0,0
"Roseomonas",0.000139353275205673,34,0.000593425798199222,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000526445706332543,9,0.00110606507143972,0.000368688357146572,-0.000196170195193979,0.00124906160785906,0.00144523180305304,0,9,0,0,0,0,0
"Rothia",0.0129881393880831,34,0.0185894337311136,0,8,0,0,0,0,0,0.0103652833633726,8,0.0106399396619386,0.00376178674318625,0.00299231682920731,0.0177382498975378,0.0147459330683305,0.00575991545106167,9,0.00570162561351377,0.00190054187117126,0.00203492183245564,0.00948490906966769,0.00744998723721205,0.0340928036920321,9,0.0236318911789582,0.00787729705965273,0.0186535851595895,0.0495320222244748,0.0308784370648852
"Rubellimicrobium",0.000265992834288034,34,0.000788353867892884,0,8,0,0,0,0,0,0.00050809798484477,8,0.000799693758219741,0.000282734439654867,-4.60513340678824e-05,0.00106224730375742,0.0011082986378253,0.000553219165226111,9,0.00130474098161885,0.000434913660539617,-0.000299195945816017,0.00140563427626824,0.00170483022208426,0,9,0,0,0,0,0
"Rubricoccus",9.05534627644161e-06,34,5.28012885290975e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,3.42090859332239e-05,9,0.000102627257799672,3.42090859332239e-05,-3.28394904399307e-05,0.000101257662306378,0.000134097152746309,0,9,0,0,0,0,0
"Ruminococcus",0.00153903982477678,68,0.0050568147773845,0.00628890330694173,16,0.00905122651653692,0.00226280662913423,0.00185388380986016,0.0107239228040233,0.00887003899416314,0.000252015948359604,16,0.000881602470022456,0.000220400617505614,-0.000179961324121787,0.000683993220840996,0.000863954544962783,0,18,0,0,0,0,0,0,18,0,0,0,0,0
"Salinibacterium",0.000488398814970823,34,0.00250993805618264,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.00184506218988978,9,0.00481358603118036,0.00160452867706012,-0.00129975622930976,0.00498988060908931,0.00628963683839907,0,9,0,0,0,0,0
"Sarcina",1.41063619692481e-05,34,8.22535180539611e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,5.32907007727152e-05,9,0.000159872102318145,5.32907007727152e-05,-5.11571534527074e-05,0.000157738554998138,0.000208895708450845,0,9,0,0,0,0,0
"Scardovia",4.91475711308143e-05,34,0.000253010576388516,0,8,0,0,0,0,0,0.000183418928833456,8,0.000518787073504437,0.000183418928833456,-0.000176075565763033,0.000542913423429944,0.000718988989192976,2.26295541977823e-05,9,6.78886625933469e-05,2.26295541977823e-05,-2.17235570160682e-05,6.69826654116328e-05,8.8706222427701e-05,0,9,0,0,0,0,0
