"Genus","Total.Mean","Total.N","Total.Sd","gut.Mean","gut.N","gut.Sd","gut.se","gut.lower","gut.upper","gut.CI95per","left palm.Mean","left palm.N","left palm.Sd","left palm.se","left palm.lower","left palm.upper","left palm.CI95per","right palm.Mean","right palm.N","right palm.Sd","right palm.se","right palm.lower","right palm.upper","right palm.CI95per","tongue.Mean","tongue.N","tongue.Sd","tongue.se","tongue.lower","tongue.upper","tongue.CI95per"
"Schwartzia",0.000215173893977487,34,0.00113530958389575,0,8,0,0,0,0,0,0.00082538517975055,8,0.00233454183076997,0.00082538517975055,-0.000792340045933646,0.00244311040543475,0.00323545045136839,7.92034396922381e-05,9,0.000237610319076714,7.92034396922381e-05,-7.60324495562387e-05,0.000234439328940715,0.000310471778496953,0,9,0,0,0,0,0
"Segetibacter",3.92398338645803e-05,34,0.000228805583626089,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000148239372377303,9,0.00044471811713191,0.000148239372377303,-0.000142304458573033,0.00043878320332764,0.000581087661900673,0,9,0,0,0,0,0
"Selenomonas",0.000899240266728638,34,0.00402263554940451,0,8,0,0,0,0,0,0.00284299339691856,8,0.00804119963931877,0.00284299339691856,-0.002729171269327,0.00841515806316413,0.0111443293324911,0.000724145734329034,9,0.0021724372029871,0.000724145734329034,-0.000695153824514182,0.00214344529317225,0.00283859911768643,0.000145878920495988,9,0.000437636761487965,0.000145878920495988,-0.000140038509779731,0.000431796350771707,0.000571834860551438
"Shuttleworthia",0.000198426278430363,34,0.00065025371567179,0.000751602218912314,8,0.00120916387277447,0.000427503987002308,-8.62901988594879e-05,0.00158949463668412,0.0016757848355436,9.17094644167278e-05,8,0.000259393536752218,9.17094644167278e-05,-8.80377828815163e-05,0.000271456711714972,0.000359494494596488,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Skermanella",5.26247963667875e-05,34,0.000216108897446987,0,8,0,0,0,0,0,9.53713123092574e-05,8,0.000269750806658144,9.53713123092574e-05,-9.15530249752086e-05,0.000282295649593723,0.000373848674568932,0.00011403028644408,9,0.000342090859332239,0.00011403028644408,-0.000109464968133102,0.000337525541021261,0.000446990509154364,0,9,0,0,0,0,0
"Sphingobacterium",0.000298029281376895,34,0.00173779440296399,0,8,0,0,0,0,0,0.0012666244458518,8,0.00358255493951386,0.0012666244458518,-0.00121591384995574,0.00374916274165935,0.00496507659161508,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Sphingomonas",0.00244692558601236,34,0.00448284111172893,0,8,0,0,0,0,0,0.00598836867183925,8,0.00541830922997828,0.00191566159954165,0.00223374093017122,0.00974299641350728,0.00750925548333606,0.00392094672774515,9,0.00543117438877953,0.00181039146292651,0.000372644662490409,0.00746924879299989,0.00709660413050948,0,9,0,0,0,0,0
"Sphingopyxis",7.30049600659825e-05,34,0.000335865166546725,0,8,0,0,0,0,0,0.000235331032318795,8,0.000665616675105002,0.000235331032318795,-0.000225909315470675,0.000696571380108265,0.000922480695578939,6.66133759658939e-05,9,0.000199840127897682,6.66133759658939e-05,-6.39464418158842e-05,0.000197173193747672,0.000261119635563556,0,9,0,0,0,0,0
"Streptobacillus",0.0048353080982396,34,0.00904835358228357,0,8,0,0,0,0,0,0.0109918583521633,8,0.0100491928685963,0.00355292621141796,0.00402825093805576,0.0179554657662708,0.0139272148282151,0.00849617872476,9,0.0121119213802247,0.00403730712674157,0.000583202161819642,0.0164091552877004,0.0158259531258807,0,9,0,0,0,0,0
"Streptococcus",0.0924650759985466,34,0.0798804735318691,0.000828163000337968,8,0.00147858992571121,0.000522760481532253,-0.000196428716006065,0.001852754716682,0.00204918343268806,0.129888889290564,8,0.0630740979179466,0.0223000611775022,0.08618157252962,0.173596206051508,0.0874146335218882,0.0896049524283734,9,0.0817850727298232,0.0272616909099411,0.036173020087226,0.143036884769521,0.106863864682295,0.143514621529779,9,0.0583997406739794,0.0194665802246598,0.105360825387286,0.181668417672271,0.0763075922849857
"Subdoligranulum",0.000376401785674297,34,0.00110080507191041,0.000902940588000935,8,0.00101503877931141,0.000358870402009208,0.000199567524945478,0.00160631365105639,0.00140674612611091,0,8,0,0,0,0,0,0.000619348445435402,9,0.00185804533630621,0.000619348445435402,-0.000594552201498856,0.00183324909236966,0.00242780129386852,0,9,0,0,0,0,0
"TG5",0.000354197545958597,34,0.00164830715383985,0,8,0,0,0,0,0,0.00116165321594522,8,0.0032856514655281,0.00116165321594522,-0.00111514524983254,0.00343845168172298,0.00455359693155552,0.000305498981670061,9,0.000916496945010183,0.000305498981670061,-0.000293268019716921,0.000904265983057043,0.00119753400277396,0,9,0,0,0,0,0
"Tannerella",0.000324490698343279,34,0.00113446390032013,0,8,0,0,0,0,0,0.000891407286551742,8,0.00214004642366026,0.000756620669112095,-0.000591541974866562,0.00237435654797004,0.00296589852283661,0.000282869427472279,9,0.000848608282416836,0.000282869427472279,-0.000271544462700852,0.00083728331764541,0.00110882778034626,0.000150622289334115,9,0.000344678150325732,0.000114892716775244,-7.45632976313241e-05,0.000375807876299554,0.000450371173930878
"Tatlockia",1.8626830086056e-05,34,0.000108612150185249,0,8,0,0,0,0,0,7.91640278657378e-05,8,0.000223909683719616,7.91640278657378e-05,-7.59946156222335e-05,0.000234322671353709,0.000310317286975943,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Tepidimonas",4.23190859077444e-05,34,0.000246760554161883,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000159872102318145,9,0.000479616306954436,0.000159872102318145,-0.000153471460358122,0.000473215664994413,0.000626687125352535,0,9,0,0,0,0,0
"Treponema",0.000459166027561775,34,0.00224563784864204,0,8,0,0,0,0,0,0.00162020053802886,8,0.00458261914928919,0.00162020053802886,-0.00155533416424012,0.00479573524029784,0.00635106940453796,0.00029444895920772,9,0.00077461261311548,0.000258204204371827,-0.000211621982017879,0.00080051990043332,0.0010121418824512,0,9,0,0,0,0,0
"Truepera",1.20737950352555e-05,34,7.04017180387967e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,4.56121145776318e-05,9,0.000136836343732895,4.56121145776318e-05,-4.37859872532409e-05,0.000135010216408505,0.000178796203661745,0,9,0,0,0,0,0
"Turicibacter",1.12158756981883e-05,34,6.53992316547002e-05,4.76674717173001e-05,8,0.000134823969973284,4.76674717173001e-05,-4.57590560826897e-05,0.00014109399951729,0.00018685305559998,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Acetobacteraceae",7.88620499238821e-05,34,0.000274547189742248,0,8,0,0,0,0,0,5.6999544003648e-05,8,0.000161219056358082,5.6999544003648e-05,-5.4717509378708e-05,0.000168716597386004,0.000223434106764712,0.000247257038375867,9,0.000492532965770339,0.00016417765525678,-7.45252529936535e-05,0.000569039329745388,0.000643564582739042,0,9,0,0,0,0,0
"Unclassified Acidimicrobiales",1.20737950352555e-05,34,7.04017180387967e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,4.56121145776318e-05,9,0.000136836343732895,4.56121145776318e-05,-4.37859872532409e-05,0.000135010216408505,0.000178796203661745,0,9,0,0,0,0,0
"Unclassified Actinomycetaceae",1.49754402779442e-05,34,8.73210718648212e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,5.65738854944558e-05,9,0.000169721656483367,5.65738854944558e-05,-5.43088925401705e-05,0.000167456663529082,0.000221765556069253,0,9,0,0,0,0,0
"Unclassified Actinomycetales",5.23607204835139e-05,34,0.00030531284231881,0,8,0,0,0,0,0,0.000222533062054934,8,0.000629418548869002,0.000222533062054934,-0.000213623724942153,0.000658689849052021,0.000872313573994174,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Alcaligenaceae",0.000257913830633139,34,0.00141594908509853,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000974341137947415,9,0.00273586568570462,0.000911955228568205,-0.00081305826555926,0.00276174054145409,0.00357479880701335,0,9,0,0,0,0,0
"Unclassified BD1-5",6.61436956080713e-05,34,0.000197919257354129,0,8,0,0,0,0,0,0.000255652457861798,8,0.000353973649122976,0.000125148583828102,1.03657408425262e-05,0.00050093917488107,0.000490573434038544,2.26295541977823e-05,9,6.78886625933469e-05,2.26295541977823e-05,-2.17235570160682e-05,6.69826654116328e-05,8.8706222427701e-05,0,9,0,0,0,0,0
"Unclassified Bacillaceae",4.6143339670352e-05,34,0.000269059593885329,0,8,0,0,0,0,0,0.000196109193598996,8,0.000554680562587502,0.000196109193598996,-0.000188257762892229,0.000580476150090221,0.00076873391298245,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Bacilli",0.032420652139766,34,0.0551884321418346,0.000228977541919558,8,0.000434751355980232,0.000153707815971834,-7.22842415275472e-05,0.000530239325366664,0.000602523566894211,0.0588955029676699,8,0.0680621684347846,0.0240636104212486,0.01173169320402,0.10605931273132,0.0943276195272998,0.0699229254083698,9,0.0633109391634045,0.0211036463878015,0.0285605385458101,0.11128531227093,0.0827247737251195,0,9,0,0,0,0,0
"Unclassified Bacteria",0.00199961040729775,34,0.00420940923913456,0,8,0,0,0,0,0,0.00604578722145111,8,0.00666039871847776,0.00235480654962091,0.0014304511936351,0.0106611232492671,0.00923067205563202,0.00218005067516829,9,0.00306116546635152,0.00102038848878384,0.000180125986912711,0.00417997536342387,0.00399984937651116,0,9,0,0,0,0,0
"Unclassified Bacteroidales",0.000647602783232631,34,0.00190557909560558,0.00241574627711537,8,0.00347270845964464,0.00122778785044931,9.32630957888123e-06,0.00482216624465186,0.00481283993507298,0.000183418928833456,8,0.000518787073504437,0.000183418928833456,-0.000176075565763033,0.000542913423429944,0.000718988989192976,0.000136130331368761,9,0.000288403323031151,9.61344410103835e-05,-5.22897106854809e-05,0.000324550373423003,0.000376840084108484,0,9,0,0,0,0,0
"Unclassified Betaproteobacteria",0.000174398505892742,34,0.000791569560174277,0,8,0,0,0,0,0,0.000550256786500367,8,0.00155636122051331,0.000550256786500367,-0.000528226697289098,0.00162874027028983,0.00215696696757893,0.000169721656483367,9,0.000509164969450102,0.000169721656483367,-0.000162926677620511,0.000502369990587246,0.000665296668207757,0,9,0,0,0,0,0
"Unclassified Brucellaceae",0.000754503128042234,34,0.0030668324686047,0,8,0,0,0,0,0,0.00152965171007217,8,0.00432650838818252,0.00152965171007217,-0.00146841055055939,0.00452771397070372,0.00599612452126311,0.00149065474142874,9,0.00447196422428621,0.00149065474142874,-0.00143097486515545,0.00441228434801292,0.00584325921316837,0,9,0,0,0,0,0
"Unclassified Burkholderiales",0.00149054599427937,34,0.00373600433529076,0.00609108073841308,8,0.00580063384406962,0.00205083376316091,0.00207152042433895,0.0101106410524872,0.00803912062814826,0,8,0,0,0,0,0,0.000216657544243751,9,0.000649972632731253,0.000216657544243751,-0.000207983439452894,0.000641298527940397,0.000849281967393291,0,9,0,0,0,0,0
"Unclassified Cardiobacteriaceae",5.82171347056075e-05,34,0.000276046103664825,0,8,0,0,0,0,0,0.000196109193598996,8,0.000554680562587502,0.000196109193598996,-0.000188257762892229,0.000580476150090221,0.00076873391298245,4.56121145776318e-05,9,0.000136836343732895,4.56121145776318e-05,-4.37859872532409e-05,0.000135010216408505,0.000178796203661745,0,9,0,0,0,0,0
"Unclassified Carnobacteriaceae",0.00512810182273839,34,0.00747366339074944,0,8,0,0,0,0,0,0.00252990702116153,8,0.00366186752102195,0.0012946656779607,-7.59107966156417e-06,0.00506740512198463,0.0050749962016462,0.00213500962211287,9,0.00257627171731764,0.000858757239105879,0.000451876362002292,0.00381814288222344,0.00336626652022115,0.0149890132449775,9,0.00771462906318735,0.00257154302106245,0.00994888153899974,0.0200291449509552,0.0100802634119555
"Unclassified Chitinophagaceae",0.000122516104426248,34,0.000527641433818391,0,8,0,0,0,0,0,0.000520693443811554,8,0.00103708067517607,0.00036666338902726,-0.000197953593131274,0.00123934048075438,0.00143729407388566,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Chlorophyta",4.35694500903459e-05,34,0.000176983754802553,0,8,0,0,0,0,0,9.53713123092574e-05,8,0.000269750806658144,9.53713123092574e-05,-9.15530249752086e-05,0.000282295649593723,0.000373848674568932,7.98212005108557e-05,9,0.000239463601532567,7.98212005108557e-05,-7.66254776931716e-05,0.000236267878714883,0.000312893356408055,0,9,0,0,0,0,0
"Unclassified Christensenellaceae",2.28680097262924e-05,34,9.49583460828125e-05,5.8703819661866e-05,8,0.000166039475857831,5.8703819661866e-05,-5.63535526303256e-05,0.000173761191954058,0.000230114744584383,0,8,0,0,0,0,0,3.42090859332239e-05,9,0.000102627257799672,3.42090859332239e-05,-3.28394904399307e-05,0.000101257662306378,0.000134097152746309,0,9,0,0,0,0,0
"Unclassified Clostridiaceae",2.76253268997016e-05,34,0.000161081952231536,0.000117407639323732,8,0.000332078951715661,0.000117407639323732,-0.000112707105260651,0.000347522383908115,0.000460229489168766,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Clostridiales",0.00213882433300964,34,0.00220684602089422,0.00517014195769569,8,0.00175561577547166,0.000620703909997045,0.00395358464903829,0.00638669926635309,0.0024331146173148,0.00221224767469648,8,0.0015032976784178,0.000531495991275609,0.00117053467386887,0.00325396067552409,0.00208342600165522,0.000724060897711708,9,0.00112404561978899,0.000374681873262995,-1.03020795437638e-05,0.00145842387496718,0.00146872595451094,0.000793818020420574,9,0.000818804582019464,0.000272934860673155,0.000258875523375734,0.00132876051746541,0.00106988499408968
"Unclassified Comamonadaceae",0.00646653119752649,34,0.0206295287975061,0.000191958676532179,8,0.000542941127533996,0.000191958676532179,-0.000184273415990866,0.000568190769055225,0.000752464185046091,0.00822783658013909,8,0.0095868812052829,0.0033894743553427,0.00158458891714528,0.0148710842431329,0.0132864953259876,0.0169448554069478,9,0.0382334166694806,0.0127444722231602,-0.00803385115241729,0.0419235619663129,0.0499574131187302,0,9,0,0,0,0,0
"Unclassified Coriobacteriaceae",2.10285036622852e-05,34,8.97317791175328e-05,8.93711405647119e-05,8,0.000176005789996224,6.22274438172128e-05,-3.25924081670148e-05,0.000211334689296439,0.000243927097463453,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Desulfomicrobiaceae",1.8626830086056e-05,34,0.000108612150185249,0,8,0,0,0,0,0,7.91640278657378e-05,8,0.000223909683719616,7.91640278657378e-05,-7.59946156222335e-05,0.000234322671353709,0.000310317286975943,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Ellin6075",6.03993768184525e-05,34,0.000256639383071738,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000228175423536376,9,0.000478142652937057,0.000159380884312352,-8.42053695399795e-05,0.000540556216612732,0.000624761586152711,0,9,0,0,0,0,0
"Unclassified Ellin6529",3.67413500786528e-05,34,0.000168323713318562,0,8,0,0,0,0,0,0.000117665516159398,8,0.000332808337552501,0.000117665516159398,-0.000112954657735337,0.000348285690054132,0.00046124034778947,3.42090859332239e-05,9,0.000102627257799672,3.42090859332239e-05,-3.28394904399307e-05,0.000101257662306378,0.000134097152746309,0,9,0,0,0,0,0
"Unclassified Enterobacteriaceae",0.00574940543640565,34,0.0103202123134618,0.00918570470920979,8,0.0131188398526912,0.00463821031056915,9.49795477719201e-05,0.0182764298706477,0.0181814503228757,0.00386138263223679,8,0.00498601928380778,0.00176282402335369,0.000406311035381573,0.00731645422909202,0.00691014319371044,0.0101225651229133,9,0.0138896068236547,0.00462986894121824,0.00104818874498493,0.0191969415008416,0.0181487527558567,0,9,0,0,0,0,0
"Unclassified Erysipelotrichaceae",0.000791540779549499,34,0.00199332006575495,0.00330046743821253,8,0.00304768221834546,0.00107751838174687,0.00118857021730879,0.00541236465911627,0.00422379444180748,6.35808748728382e-05,8,0.000179833871105429,6.35808748728382e-05,-6.10353499834724e-05,0.000188197099729149,0.000249232449712621,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Erythrobacteraceae",5.43320776586497e-05,34,0.000316807731174585,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000205254515599343,9,0.00061576354679803,0.000205254515599343,-0.000197036942639584,0.00060754597383827,0.000804582916477855,0,9,0,0,0,0,0
"Unclassified FBP",1.34116574126231e-05,34,7.82027292031504e-05,0,8,0,0,0,0,0,5.6999544003648e-05,8,0.000161219056358082,5.6999544003648e-05,-5.4717509378708e-05,0.000168716597386004,0.000223434106764712,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Flavobacteriaceae",0.000957983501983145,34,0.0038041271103509,0,8,0,0,0,0,0,0.00286547514257709,8,0.00713818708129453,0.00252373024528079,-0.00208094524486769,0.00781189553002186,0.00989284077488955,0.00107195976964558,9,0.00308328308999471,0.00102776102999824,-0.000942414833864747,0.00308633437315591,0.00402874920702066,0,9,0,0,0,0,0
"Unclassified Fusobacteriaceae",0.000226831641304802,34,0.00109678290726697,0,8,0,0,0,0,0,0.000784436774395984,8,0.00221872225035001,0.000784436774395984,-0.000753031051568916,0.00232190460036088,0.0030749356519298,0.000159642401021711,9,0.000478927203065134,0.000159642401021711,-0.000153250955386343,0.000472535757429766,0.000625786712816109,0,9,0,0,0,0,0
"Unclassified Gaiellaceae",1.20737950352555e-05,34,7.04017180387967e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,4.56121145776318e-05,9,0.000136836343732895,4.56121145776318e-05,-4.37859872532409e-05,0.000135010216408505,0.000178796203661745,0,9,0,0,0,0,0
"Unclassified Gemellaceae",0.00499224182358814,34,0.00574709633677593,0,8,0,0,0,0,0,0.00571816495414732,8,0.00490095785864604,0.00173275026807906,0.00232203683451025,0.0091142930737844,0.00679225623927415,0.00516973142849106,9,0.00686304339859858,0.00228768113286619,0.000685958799961533,0.00965350405702059,0.00896754525705905,0.00860703550137762,9,0.00528600202675981,0.0017620006755866,0.00515357763649263,0.0120604933662626,0.00690691572976997
"Unclassified Gemellales",0.000371390918893015,34,0.00216556258224757,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.0014030323602625,9,0.00420909708078751,0.0014030323602625,-0.00134686053499623,0.00415292525552123,0.00549978579051746,0,9,0,0,0,0,0
"Unclassified Intrasporangiaceae",0.000347740178271019,34,0.00120901936327053,0,8,0,0,0,0,0,0.000666771258236586,8,0.00188591391279751,0.000666771258236586,-0.000640076393833578,0.00197361891030675,0.00261369530414033,0.000720999555035774,9,0.00154985783388005,0.000516619277960017,-0.000291555623484946,0.0017335547335565,0.00202511035704144,0,9,0,0,0,0,0
"Unclassified Lachnospiraceae",0.0158969243140928,34,0.0298135685140475,0.0566116054453596,8,0.0402947416814473,0.0142463425445558,0.0286892871466095,0.0845339237441096,0.0558446365975001,0.00219320124642111,8,0.00221724624127077,0.000783914926381472,0.000656756223770056,0.00372964626907216,0.00307289004530211,0.00414381066447629,9,0.00711323536409289,0.00237107845469763,-0.000503417711249958,0.00879103904020253,0.00929445675145249,0.0036402974627359,9,0.00458376822657264,0.00152792274219088,0.000645623916882101,0.0066349710085897,0.0059893470917076
"Unclassified Lactobacillaceae",0.000682584376100871,34,0.00210599290537647,0,8,0,0,0,0,0,0.00182108595715822,8,0.00313650779647282,0.0011089229660652,-0.00035236311795891,0.00399453503227535,0.00434689815023426,0.000959909014462652,9,0.00270452634627659,0.000901508782092195,-0.000807015730184618,0.00272683375910992,0.00353384948929454,0,9,0,0,0,0,0
"Unclassified Leptotrichiaceae",0.000307116506189375,34,0.00127823614705688,0,8,0,0,0,0,0,0.000509883903357389,8,0.00144216946272751,0.000509883903357389,-0.000489470183519795,0.00150923799023457,0.00199870817375437,0.000706987775953293,9,0.00212096332785988,0.000706987775953293,-0.000678682802425234,0.00209265835433182,0.00277134115675705,0,9,0,0,0,0,0
"Unclassified Microbacteriaceae",0.000818681801748136,34,0.00396578586088999,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.00309279791771518,9,0.00754739742414069,0.00251579914138023,-0.00183807779172686,0.00802367362715722,0.00986175141888408,0,9,0,0,0,0,0
"Unclassified Moraxellaceae",5.80438130479787e-05,34,0.000244751548727381,0,8,0,0,0,0,0,0.000156887354879197,8,0.000443744450070002,0.000156887354879197,-0.000150606210313783,0.000464380920072176,0.00061498713038596,7.98212005108557e-05,9,0.000239463601532567,7.98212005108557e-05,-7.66254776931716e-05,0.000236267878714883,0.000312893356408055,0,9,0,0,0,0,0
"Unclassified Myxococcales",4.59700180127232e-05,34,0.000220069826055806,0,8,0,0,0,0,0,0.000156887354879197,8,0.000443744450070002,0.000156887354879197,-0.000150606210313783,0.000464380920072176,0.00061498713038596,3.42090859332239e-05,9,0.000102627257799672,3.42090859332239e-05,-3.28394904399307e-05,0.000101257662306378,0.000134097152746309,0,9,0,0,0,0,0
"Unclassified Nakamurellaceae",3.62213851057664e-05,34,0.00021120515411639,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000136836343732895,9,0.000410509031198686,0.000136836343732895,-0.000131357961759723,0.000405030649225514,0.000536388610985236,0,9,0,0,0,0,0
"Unclassified Neisseriaceae",9.58442837678776e-05,34,0.000294016918213537,0,8,0,0,0,0,0,0.00014249886000912,8,0.000403047640895205,0.00014249886000912,-0.00013679377344677,0.00042179149346501,0.00055858526691178,0.000235412752003875,9,0.000413323861882285,0.000137774620627428,-3.46205424095533e-05,0.000505446046417304,0.000540066588826857,0,9,0,0,0,0,0
"Unclassified Nocardioidaceae",0.00029715366449772,34,0.00144149247076065,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.00112258051032472,9,0.00274388513606051,0.000914628378686836,-0.000670058171139741,0.00291521919178918,0.00358527736292892,0,9,0,0,0,0,0
"Unclassified Nostocaceae",6.03689751762774e-06,34,3.52008590193984e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,2.28060572888159e-05,9,6.84181718664477e-05,2.28060572888159e-05,-2.18929936266204e-05,6.75051082042523e-05,8.93981018308727e-05,0,9,0,0,0,0,0
"Unclassified OPB54",1.84573358681408e-05,34,0.000107623837554132,0,8,0,0,0,0,0,7.84436774395984e-05,8,0.000221872225035001,7.84436774395983e-05,-7.53031051568915e-05,0.000232190460036088,0.00030749356519298,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Oxalobacteraceae",0.00131694984781354,34,0.00278102093204417,0,8,0,0,0,0,0,0.00323873552636554,8,0.00347122270003004,0.00122726255509996,0.000833345118795016,0.00564412593393606,0.00481078081514104,0.00209626784608179,9,0.0036466194620966,0.00121553982069887,-0.000286146424262262,0.00447868211642584,0.0047648285406881,0,9,0,0,0,0,0
"Unclassified PHOS-HD29",6.03689751762774e-06,34,3.52008590193984e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,2.28060572888159e-05,9,6.84181718664477e-05,2.28060572888159e-05,-2.18929936266204e-05,6.75051082042523e-05,8.93981018308727e-05,0,9,0,0,0,0,0
"Unclassified Paenibacillaceae",1.50922437940694e-05,34,8.80021475484959e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,5.70151432220398e-05,9,0.000171045429666119,5.70151432220398e-05,-5.47324840665511e-05,0.000168762770510631,0.000223495254577182,0,9,0,0,0,0,0
"Unclassified Pasteurellaceae",0.00906814224794031,34,0.0277332006220712,0,8,0,0,0,0,0,0.02326310012094,8,0.0448062664290657,0.0158414074158217,-0.00778548787849631,0.0543116881203764,0.0620971759988727,0.0135791150513834,9,0.0318885720036293,0.0106295240012098,-0.00725436916379186,0.0344125992665586,0.0416669684303505,0,9,0,0,0,0,0
"Unclassified Peptostreptococcaceae",0.000361906256088095,34,0.000786725654885456,0,8,0,0,0,0,0,0.000721314621753774,8,0.00110350457879902,0.000390147785369597,-4.33609862186983e-05,0.00148599022972625,0.00152935121594495,0.000124462548087803,9,0.000373387644263408,0.000124462548087803,-0.000119479563588375,0.00036840465976398,0.000487884223352356,0.000601570311130534,9,0.000979793144170469,0.00032659771472349,-3.8549447160593e-05,0.00124169006942166,0.00128023951658225
"Unclassified Planococcaceae",0.00013281174538781,34,0.000774418898426764,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.00050173326035395,9,0.00150519978106185,0.00050173326035395,-0.00048164585978565,0.00148511238049355,0.0019667582402792,0,9,0,0,0,0,0
"Unclassified Proteobacteria",2.76860038022112e-05,34,0.000161435756331198,0,8,0,0,0,0,0,0.000117665516159398,8,0.000332808337552501,0.000117665516159398,-0.000112954657735337,0.000348285690054132,0.00046124034778947,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Pseudomonadaceae",0.00023071669835176,34,0.00134529796942665,0,8,0,0,0,0,0,0.00098054596799498,8,0.00277340281293751,0.000980545967994979,-0.000941288814461144,0.0029023807504511,0.00384366956491225,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Rhizobiaceae",0.000405344408894105,34,0.00185814860295408,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.00153130110026662,9,0.0035075281026783,0.0011691760342261,-0.000760241818403908,0.00382284401893714,0.00458308583734105,0,9,0,0,0,0,0
"Unclassified Rhizobiales",2.99508805558883e-05,34,0.000174642143729642,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000113147770988912,9,0.000339443312966735,0.000113147770988912,-0.000108617785080341,0.000334913327058164,0.000443531112138505,0,9,0,0,0,0,0
"Unclassified Rhodobacteraceae",2.4147590070511e-05,34,0.000140803436077593,0,8,0,0,0,0,0,0,8,0,0,0,0,0,9.12242291552636e-05,9,0.000273672687465791,9.12242291552636e-05,-8.75719745064818e-05,0.000270020432817009,0.000357592407323491,0,9,0,0,0,0,0
"Unclassified Rhodospirillaceae",2.79402451290839e-05,34,0.000162918225277874,0,8,0,0,0,0,0,0.000118746041798607,8,0.000335864525579424,0.000118746041798607,-0.00011399192343335,0.000351484007030564,0.000465475930463914,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Rhodospirillales",6.03689751762774e-06,34,3.52008590193984e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,2.28060572888159e-05,9,6.84181718664477e-05,2.28060572888159e-05,-2.18929936266204e-05,6.75051082042523e-05,8.93981018308727e-05,0,9,0,0,0,0,0
"Unclassified Rikenellaceae",3.58244922655574e-05,34,0.000145456852764005,0.000152254092128619,8,0.000281929298212949,9.96770592907702e-05,-4.31093541661541e-05,0.000347617538423392,0.000390726892589546,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified Ruminococcaceae",0.00236684439456662,34,0.00500724551619365,0.00845187562872132,8,0.00705818389444036,0.00249544484731023,0.00356089360258722,0.0133428576548554,0.0097819640522682,0,8,0,0,0,0,0,0.00142863382061049,9,0.0031482306589376,0.00104941021964587,-0.000628172414903677,0.00348544005612466,0.00411361247102833,0,9,0,0,0,0,0
"Unclassified S24-7",4.34374121487091e-05,34,0.000219847673000973,0,8,0,0,0,0,0,0.000158952187182096,8,0.000449584677763573,0.000158952187182096,-0.000152588374958681,0.000470492749322872,0.000623081124281553,2.28060572888159e-05,9,6.84181718664477e-05,2.28060572888159e-05,-2.18929936266204e-05,6.75051082042523e-05,8.93981018308727e-05,0,9,0,0,0,0,0
"Unclassified SR1",0.000110343367347052,34,0.00038587145878808,0,8,0,0,0,0,0,0.00039401926326334,8,0.00072959206769354,0.000257949749283008,-0.000111552955152492,0.000899591481679173,0.00101114443683167,6.66133759658939e-05,9,0.000199840127897682,6.66133759658939e-05,-6.39464418158842e-05,0.000197173193747672,0.000261119635563556,0,9,0,0,0,0,0
"Unclassified Solirubrobacterales",5.13136288998358e-05,34,0.000299207301664886,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000193851486954935,9,0.000581554460864806,0.000193851486954935,-0.000186090445826274,0.000573793419736144,0.000759883865562418,0,9,0,0,0,0,0
